County,State,Population,Income,State_Abbreviation
clark county,south dakota,3855,54473.0,sd
clay county,south dakota,15150,56077.0,sd
codington county,south dakota,28427,61496.0,sd
corson county,south dakota,3872,38281.0,sd
custer county,south dakota,8609,68736.0,sd
davison county,south dakota,19878,50900.0,sd
day county,south dakota,5414,52775.0,sd
deuel county,south dakota,4272,70808.0,sd
dewey county,south dakota,5246,46087.0,sd
douglas county,south dakota,2821,66750.0,sd
edmunds county,south dakota,4033,69732.0,sd
fall river county,south dakota,7202,51007.0,sd
faulk county,south dakota,2137,53056.0,sd
grant county,south dakota,7519,70483.0,sd
gregory county,south dakota,3977,44654.0,sd
haakon county,south dakota,1835,51016.0,sd
hamlin county,south dakota,6255,71923.0,sd
hand county,south dakota,3095,61121.0,sd
hanson county,south dakota,3505,75132.0,sd
harding county,south dakota,1327,64250.0,sd
hughes county,south dakota,17694,77725.0,sd
hutchinson county,south dakota,7411,62448.0,sd
hyde county,south dakota,1236,66328.0,sd
jackson county,south dakota,2878,25357.0,sd
jerauld county,south dakota,1636,58375.0,sd
jones county,south dakota,879,52321.0,sd
kingsbury county,south dakota,5192,62634.0,sd
lake county,south dakota,10851,67297.0,sd
lawrence county,south dakota,26165,56166.0,sd
lincoln county,south dakota,67870,87560.0,sd
lyman county,south dakota,3764,55977.0,sd
mccook county,south dakota,5695,72063.0,sd
mcpherson county,south dakota,2420,54324.0,sd
marshall county,south dakota,4304,69236.0,sd
meade county,south dakota,30173,68242.0,sd
mellette county,south dakota,1908,35726.0,sd
miner county,south dakota,2314,56351.0,sd
minnehaha county,south dakota,199685,66502.0,sd
moody county,south dakota,6315,66000.0,sd
oglala lakota county,south dakota,13586,33192.0,sd
pennington county,south dakota,111806,62546.0,sd
perkins county,south dakota,2819,59432.0,sd
potter county,south dakota,2475,59408.0,sd
roberts county,south dakota,10163,53618.0,sd
sanborn county,south dakota,2378,58409.0,sd
spink county,south dakota,6269,63802.0,sd
stanley county,south dakota,3032,76402.0,sd
sully county,south dakota,1476,59688.0,sd
todd county,south dakota,9286,26250.0,sd
tripp county,south dakota,5569,52274.0,sd
turner county,south dakota,8708,66199.0,sd
union county,south dakota,16872,80238.0,sd
walworth county,south dakota,5248,51746.0,sd
yankton county,south dakota,23297,67052.0,sd
ziebach county,south dakota,2380,38750.0,sd
anderson county,tennessee,77576,55414.0,tn
bedford county,tennessee,51119,55354.0,tn
benton county,tennessee,15872,40258.0,tn
bledsoe county,tennessee,15234,51884.0,tn
blount county,tennessee,137605,64593.0,tn
bradley county,tennessee,110162,55426.0,tn
campbell county,tennessee,39578,46110.0,tn
cannon county,tennessee,14553,54223.0,tn
carroll county,tennessee,28432,44794.0,tn
carter county,tennessee,56134,44280.0,tn
cheatham county,tennessee,41523,69132.0,tn
chester county,tennessee,17504,52692.0,tn
claiborne county,tennessee,32267,41938.0,tn
clay county,tennessee,7555,38709.0,tn
cocke county,tennessee,36418,41558.0,tn
coffee county,tennessee,59032,52626.0,tn
crockett county,tennessee,13979,52136.0,tn
cumberland county,tennessee,62451,52630.0,tn
davidson county,tennessee,703953,66047.0,tn
decatur county,tennessee,11391,43817.0,tn
dekalb county,tennessee,20478,45728.0,tn
dickson county,tennessee,55292,61388.0,tn
dyer county,tennessee,36615,50245.0,tn
fayette county,tennessee,42832,69729.0,tn
fentress county,tennessee,18850,43464.0,tn
franklin county,tennessee,43215,52189.0,tn
gibson county,tennessee,50541,49615.0,tn
giles county,tennessee,30542,54061.0,tn
grainger county,tennessee,23763,44917.0,tn
greene county,tennessee,70621,47361.0,tn
grundy county,tennessee,13622,45150.0,tn
hamblen county,tennessee,64468,45275.0,tn
hamilton county,tennessee,369135,61050.0,tn
hancock county,tennessee,6787,29650.0,tn
hardeman county,tennessee,25426,41138.0,tn
hardin county,tennessee,26892,45092.0,tn
hawkins county,tennessee,57288,49101.0,tn
haywood county,tennessee,17694,39952.0,tn
henderson county,tennessee,27953,47885.0,tn
henry county,tennessee,32239,43444.0,tn
hickman county,tennessee,25307,48527.0,tn
houston county,tennessee,8317,46535.0,tn
humphreys county,tennessee,19211,49745.0,tn
jackson county,tennessee,11750,41890.0,tn
jefferson county,tennessee,55624,54371.0,tn
johnson county,tennessee,18170,42552.0,tn
knox county,tennessee,486677,62911.0,tn
lake county,tennessee,7128,34923.0,tn
lauderdale county,tennessee,25108,43025.0,tn
lawrence county,tennessee,44828,45721.0,tn
lewis county,tennessee,12857,38664.0,tn
lincoln county,tennessee,35433,57455.0,tn
loudon county,tennessee,56690,66151.0,tn
mcminn county,tennessee,54059,51253.0,tn
mcnairy county,tennessee,25860,42691.0,tn
macon county,tennessee,25699,43605.0,tn
madison county,tennessee,98775,51526.0,tn
marion county,tennessee,28877,53148.0,tn
marshall county,tennessee,34984,60036.0,tn
maury county,tennessee,104760,66353.0,tn
meigs county,tennessee,13049,54420.0,tn
monroe county,tennessee,46698,48488.0,tn
montgomery county,tennessee,227900,63768.0,tn
moore county,tennessee,6644,64926.0,tn
morgan county,tennessee,21254,45133.0,tn
obion county,tennessee,30466,45606.0,tn
overton county,tennessee,22839,39737.0,tn
perry county,tennessee,8472,51786.0,tn
pickett county,tennessee,5079,42931.0,tn
polk county,tennessee,17776,49446.0,tn
putnam county,tennessee,81188,49228.0,tn
rhea county,tennessee,33136,48872.0,tn
roane county,tennessee,53992,60044.0,tn
robertson county,tennessee,74098,67597.0,tn
rutherford county,tennessee,352182,72985.0,tn
scott county,tennessee,21917,38409.0,tn
sequatchie county,tennessee,16396,47835.0,tn
sevier county,tennessee,99517,54363.0,tn
shelby county,tennessee,924454,55015.0,tn
smith county,tennessee,20172,52018.0,tn
stewart county,tennessee,13855,51460.0,tn
sullivan county,tennessee,159265,49661.0,tn
sumner county,tennessee,200557,73517.0,tn
tipton county,tennessee,61004,63783.0,tn
trousdale county,tennessee,12035,58274.0,tn
unicoi county,tennessee,17698,47610.0,tn
union county,tennessee,20040,50868.0,tn
van buren county,tennessee,6324,44444.0,tn
warren county,tennessee,41523,46189.0,tn
washington county,tennessee,134236,52503.0,tn
wayne county,tennessee,16409,45402.0,tn
weakley county,tennessee,33036,43773.0,tn
white county,tennessee,27650,44777.0,tn
williamson county,tennessee,255735,116492.0,tn
wilson county,tennessee,151917,82224.0,tn
anderson county,texas,58402,49736.0,tx
andrews county,texas,18440,80518.0,tx
angelina county,texas,86506,52377.0,tx
aransas county,texas,24510,51509.0,tx
archer county,texas,8681,67083.0,tx
armstrong county,texas,1839,71136.0,tx
atascosa county,texas,49939,63391.0,tx
austin county,texas,30380,68400.0,tx
bailey county,texas,6835,64044.0,tx
bandera county,texas,21565,64495.0,tx
bastrop county,texas,102058,78339.0,tx
baylor county,texas,3477,43705.0,tx
bee county,texas,30924,48822.0,tx
bell county,texas,379617,57932.0,tx
bexar county,texas,2028236,62169.0,tx
blanco county,texas,11886,71201.0,tx
borden county,texas,617,68500.0,tx
bosque county,texas,18503,59328.0,tx
bowie county,texas,92581,54949.0,tx
brazoria county,texas,379689,87958.0,tx
brazos county,texas,237032,52658.0,tx
brewster county,texas,9450,48679.0,tx
briscoe county,texas,1403,38469.0,tx
brooks county,texas,6994,26827.0,tx
brown county,texas,38192,49232.0,tx
burleson county,texas,18051,64109.0,tx
burnet county,texas,50954,65363.0,tx
caldwell county,texas,46791,63380.0,tx
calhoun county,texas,19727,61887.0,tx
callahan county,texas,14115,55820.0,tx
cameron county,texas,423029,43057.0,tx
camp county,texas,12616,50947.0,tx
carson county,texas,5746,76786.0,tx
cass county,texas,28560,49626.0,tx
castro county,texas,7374,53551.0,tx
chambers county,texas,48865,93707.0,tx
cherokee county,texas,51097,54222.0,tx
childress county,texas,6736,53092.0,tx
clay county,texas,10263,69967.0,tx
cochran county,texas,2516,38203.0,tx
coke county,texas,3321,42639.0,tx
coleman county,texas,7735,47216.0,tx
collin county,texas,1109462,104327.0,tx
collingsworth county,texas,2615,42446.0,tx
colorado county,texas,20630,55945.0,tx
comal county,texas,174986,85912.0,tx
comanche county,texas,13775,55743.0,tx
concho county,texas,3341,46719.0,tx
cooke county,texas,42244,63338.0,tx
coryell county,texas,84232,58414.0,tx
cottle county,texas,1381,43654.0,tx
crane county,texas,4680,67804.0,tx
crockett county,texas,3068,52731.0,tx
crosby county,texas,5106,44304.0,tx
culberson county,texas,2193,34239.0,tx
dallam county,texas,7172,61069.0,tx
dallas county,texas,2586050,65011.0,tx
dawson county,texas,12413,42778.0,tx
deaf smith county,texas,18329,49611.0,tx
delta county,texas,5392,58705.0,tx
denton county,texas,941647,96265.0,tx
dewitt county,texas,19918,57873.0,tx
dickens county,texas,1740,42241.0,tx
dimmit county,texas,8473,25000.0,tx
donley county,texas,3268,52888.0,tx
duval county,texas,9756,43836.0,tx
eastland county,texas,17864,43953.0,tx
ector county,texas,161091,64975.0,tx
edwards county,texas,1438,40000.0,tx
ellis county,texas,202678,85272.0,tx
el paso county,texas,867947,50919.0,tx
erath county,texas,43378,56691.0,tx
falls county,texas,17313,35317.0,tx
fannin county,texas,36569,59686.0,tx
fayette county,texas,24687,66624.0,tx
fisher county,texas,3706,55862.0,tx
floyd county,texas,5350,54007.0,tx
foard county,texas,1080,37679.0,tx
fort bend county,texas,858527,102590.0,tx
franklin county,texas,10464,61391.0,tx
freestone county,texas,19774,55910.0,tx
frio county,texas,18436,58456.0,tx
gaines county,texas,21895,67728.0,tx
galveston county,texas,355062,79328.0,tx
garza county,texas,5863,64871.0,tx
gillespie county,texas,27297,64438.0,tx
glasscock county,texas,1149,85417.0,tx
goliad county,texas,7163,52335.0,tx
gonzales county,texas,19641,55698.0,tx
gray county,texas,21030,50635.0,tx
grayson county,texas,139336,62078.0,tx
gregg county,texas,124201,56566.0,tx
grimes county,texas,30287,59086.0,tx
guadalupe county,texas,177036,80047.0,tx
hale county,texas,32220,48649.0,tx
hall county,texas,2845,41467.0,tx
hamilton county,texas,8229,44030.0,tx
hansford county,texas,5159,47500.0,tx
hardeman county,texas,3552,56400.0,tx
hardin county,texas,56973,65347.0,tx
harris county,texas,4728030,65788.0,tx
harrison county,texas,69150,57996.0,tx
hartley county,texas,5397,61196.0,tx
haskell county,texas,5411,48432.0,tx
hays county,texas,255397,71061.0,tx
hemphill county,texas,3271,54867.0,tx
henderson county,texas,83667,51963.0,tx
hidalgo county,texas,880356,44666.0,tx
hill county,texas,36471,57800.0,tx
hockley county,texas,21363,49241.0,tx
hood county,texas,64222,75851.0,tx
hopkins county,texas,37211,57745.0,tx
houston county,texas,22241,43644.0,tx
howard county,texas,34128,60260.0,tx
hudspeth county,texas,3287,32404.0,tx
hunt county,texas,103394,61053.0,tx
hutchinson county,texas,20495,57288.0,tx
irion county,texas,1552,39770.0,tx
jack county,texas,8712,56916.0,tx
jackson county,texas,15121,60807.0,tx
jasper county,texas,32975,44356.0,tx
jeff davis county,texas,1949,38659.0,tx
jefferson county,texas,253704,53613.0,tx
jim hogg county,texas,4801,37342.0,tx
jim wells county,texas,38847,47629.0,tx
johnson county,texas,187280,70767.0,tx
jones county,texas,19873,55575.0,tx
karnes county,texas,14754,49526.0,tx
kaufman county,texas,157768,75187.0,tx
kendall county,texas,46788,100706.0,tx
kenedy county,texas,340,42778.0,tx
kent county,texas,749,63994.0,tx
kerr county,texas,53161,62204.0,tx
kimble county,texas,4365,55677.0,tx
king county,texas,258,42125.0,tx
kinney county,texas,3130,58925.0,tx
kleberg county,texas,30635,49986.0,tx
knox county,texas,3351,50163.0,tx
lamar county,texas,50098,51561.0,tx
lamb county,texas,12898,50041.0,tx
lampasas county,texas,22252,66506.0,tx
la salle county,texas,6670,61042.0,tx
lavaca county,texas,20544,57602.0,tx
lee county,texas,17706,60750.0,tx
leon county,texas,15959,48676.0,tx
liberty county,texas,97621,53871.0,tx
limestone county,texas,22119,49507.0,tx
lipscomb county,texas,2931,66250.0,tx
live oak county,texas,11377,52870.0,tx
llano county,texas,21978,62839.0,tx
loving county,texas,57,,tx
lubbock county,texas,314451,56529.0,tx
lynn county,texas,5688,49747.0,tx
mcculloch county,texas,7533,46552.0,tx
mclennan county,texas,263115,53723.0,tx
mcmullen county,texas,608,63056.0,tx
madison county,texas,13718,59923.0,tx
marion county,texas,9645,43153.0,tx
martin county,texas,5211,69194.0,tx
mason county,texas,3943,73186.0,tx
matagorda county,texas,36344,48566.0,tx
maverick county,texas,58056,44502.0,tx
medina county,texas,51981,67180.0,tx
menard county,texas,1982,40341.0,tx
midland county,texas,167969,88210.0,tx
milam county,texas,25106,52810.0,tx
mills county,texas,4480,53483.0,tx
mitchell county,texas,9070,50144.0,tx
montague county,texas,20409,59127.0,tx
montgomery county,texas,648886,88597.0,tx
moore county,texas,21118,55543.0,tx
morris county,texas,12030,46468.0,tx
motley county,texas,1067,59286.0,tx
nacogdoches county,texas,64668,47306.0,tx
navarro county,texas,53591,50466.0,tx
newton county,texas,12241,38116.0,tx
nolan county,texas,14597,44700.0,tx
nueces county,texas,353079,59477.0,tx
ochiltree county,texas,9782,57413.0,tx
oldham county,texas,1717,68077.0,tx
orange county,texas,84742,68756.0,tx
palo pinto county,texas,28686,59796.0,tx
panola county,texas,22675,54853.0,tx
parker county,texas,156764,88535.0,tx
parmer county,texas,9813,62885.0,tx
pecos county,texas,15118,55652.0,tx
polk county,texas,51899,52826.0,tx
potter county,texas,116547,45096.0,tx
presidio county,texas,6140,26395.0,tx
rains county,texas,12509,55758.0,tx
randall county,texas,143854,70544.0,tx
reagan county,texas,3253,62829.0,tx
real county,texas,2826,44083.0,tx
red river county,texas,11555,40674.0,tx
reeves county,texas,14487,53548.0,tx
refugio county,texas,6756,50745.0,tx
roberts county,texas,797,62717.0,tx
robertson county,texas,16958,55709.0,tx
rockwall county,texas,116381,111595.0,tx
runnels county,texas,9943,52103.0,tx
rusk county,texas,52743,60330.0,tx
sabine county,texas,10039,41308.0,tx
san augustine county,texas,7922,43130.0,tx
san jacinto county,texas,27878,46678.0,tx
san patricio county,texas,69699,59532.0,tx
san saba county,texas,5827,46927.0,tx
schleicher county,texas,2429,61094.0,tx
scurry county,texas,16824,53376.0,tx
shackelford county,texas,3212,54896.0,tx
shelby county,texas,23939,44504.0,tx
sherman county,texas,2798,55667.0,tx
smith county,texas,237186,62518.0,tx
somervell county,texas,9469,89253.0,tx
starr county,texas,66049,33334.0,tx
stephens county,texas,9173,46537.0,tx
sterling county,texas,1381,55481.0,tx
stonewall county,texas,1217,62273.0,tx
sutton county,texas,3319,61538.0,tx
swisher county,texas,7008,39685.0,tx
tarrant county,texas,2126477,73545.0,tx
taylor county,texas,143326,57811.0,tx
terrell county,texas,724,47012.0,tx
terry county,texas,11754,47734.0,tx
throckmorton county,texas,1495,47500.0,tx
titus county,texas,31183,53818.0,tx
tom green county,texas,119411,62052.0,tx
travis county,texas,1305154,85043.0,tx
trinity county,texas,13827,45392.0,tx
tyler county,texas,20077,49130.0,tx
upshur county,texas,41774,55046.0,tx
upton county,texas,3265,58333.0,tx
uvalde county,texas,24729,51602.0,tx
val verde county,texas,47564,51949.0,tx
van zandt county,texas,61275,61121.0,tx
victoria county,texas,90964,60598.0,tx
walker county,texas,77977,44104.0,tx
waller county,texas,59781,65379.0,tx
ward county,texas,11194,66216.0,tx
washington county,texas,35891,65913.0,tx
webb county,texas,267945,54618.0,tx
wharton county,texas,41721,53963.0,tx
wheeler county,texas,4927,52138.0,tx
wichita county,texas,130069,53272.0,tx
wilbarger county,texas,12731,45262.0,tx
willacy county,texas,20316,39401.0,tx
williamson county,texas,643026,94705.0,tx
wilson county,texas,51257,84042.0,tx
winkler county,texas,7415,67904.0,tx
wise county,texas,71714,75482.0,tx
wood county,texas,45875,58418.0,tx
yoakum county,texas,7607,73102.0,tx
young county,texas,17977,52074.0,tx
zapata county,texas,13908,34406.0,tx
zavala county,texas,9534,44573.0,tx
beaver county,utah,7249,74569.0,ut
box elder county,utah,59688,67486.0,ut
cache county,utah,137417,65670.0,ut
carbon county,utah,20372,51725.0,ut
daggett county,utah,976,49792.0,ut
davis county,utah,367285,92765.0,ut
duchesne county,utah,19790,66463.0,ut
emery county,utah,9967,61234.0,ut
garfield county,utah,5129,45724.0,ut
grand county,utah,9663,51433.0,ut
iron county,utah,60519,56308.0,ut
juab county,utah,12155,74741.0,ut
kane county,utah,7992,56395.0,ut
millard county,utah,13164,66304.0,ut
morgan county,utah,12657,112721.0,ut
piute county,utah,1487,33611.0,ut
rich county,utah,2597,67396.0,ut
salt lake county,utah,1186421,82206.0,ut
san juan county,utah,14489,52400.0,ut
sanpete county,utah,29106,60186.0,ut
sevier county,utah,21906,60262.0,ut
summit county,utah,43093,116351.0,ut
tooele county,utah,76640,87557.0,ut
uintah county,utah,36204,61293.0,ut
utah county,utah,684986,82893.0,ut
wasatch county,utah,36173,94044.0,ut
washington county,utah,191226,65040.0,ut
wayne county,utah,2558,55605.0,ut
weber county,utah,267066,74345.0,ut
addison county,vermont,37260,77978.0,vt
bennington county,vermont,37312,63448.0,vt
caledonia county,vermont,30403,55159.0,vt
chittenden county,vermont,168865,81957.0,vt
essex county,vermont,5925,48194.0,vt
franklin county,vermont,50325,68476.0,vt
grand isle county,vermont,7421,85154.0,vt
lamoille county,vermont,26126,66016.0,vt
orange county,vermont,29541,67906.0,vt
orleans county,vermont,27546,58037.0,vt
rutland county,vermont,60591,59751.0,vt
washington county,vermont,59969,70128.0,vt
windham county,vermont,46090,59195.0,vt
windsor county,vermont,58196,63787.0,vt
accomack county,virginia,33246,50601.0,va
albemarle county,virginia,113535,90568.0,va
alleghany county,virginia,14986,49705.0,va
amelia county,virginia,13268,57420.0,va
amherst county,virginia,31273,60876.0,va
appomattox county,virginia,16353,55268.0,va
arlington county,virginia,232965,128145.0,va
augusta county,virginia,77563,69082.0,va
bath county,virginia,4114,55807.0,va
bedford county,virginia,80131,70870.0,va
bland county,virginia,6173,54556.0,va
botetourt county,virginia,33866,72941.0,va
brunswick county,virginia,15940,49597.0,va
buchanan county,virginia,19816,37093.0,va
buckingham county,virginia,16947,49841.0,va
campbell county,virginia,55492,53918.0,va
caroline county,virginia,31332,76528.0,va
carroll county,virginia,29048,45220.0,va
charles city county,virginia,6594,59543.0,va
charlotte county,virginia,11448,45567.0,va
chesterfield county,virginia,370688,88315.0,va
clarke county,virginia,14881,86633.0,va
craig county,virginia,4865,60283.0,va
culpeper county,virginia,53596,85274.0,va
cumberland county,virginia,9681,57568.0,va
dickenson county,virginia,13787,33905.0,va
dinwiddie county,virginia,27912,68918.0,va
essex county,virginia,10573,54375.0,va
fairfax county,virginia,1139720,133974.0,va
fauquier county,virginia,73815,111368.0,va
floyd county,virginia,15566,51612.0,va
fluvanna county,virginia,27723,82983.0,va
franklin county,virginia,54938,59667.0,va
frederick county,virginia,93717,84317.0,va
giles county,virginia,16562,57911.0,va
gloucester county,virginia,39069,77733.0,va
goochland county,virginia,25488,100517.0,va
grayson county,virginia,15359,43022.0,va
greene county,virginia,20968,73844.0,va
greensville county,virginia,11437,53063.0,va
halifax county,virginia,33738,45962.0,va
hanover county,virginia,111603,96911.0,va
henrico county,virginia,333554,76345.0,va
henry county,virginia,50248,41103.0,va
highland county,virginia,2226,52901.0,va
isle of wight county,virginia,39278,84673.0,va
james city county,virginia,79882,94907.0,va
king and queen county,virginia,6662,61672.0,va
king george county,virginia,27489,101599.0,va
king william county,virginia,18171,74592.0,va
lancaster county,virginia,10928,64460.0,va
lee county,virginia,21983,37574.0,va
loudoun county,virginia,427592,156821.0,va
louisa county,virginia,38848,70974.0,va
lunenburg county,virginia,11926,47269.0,va
madison county,virginia,13942,72349.0,va
mathews county,virginia,8546,73229.0,va
mecklenburg county,virginia,30248,46378.0,va
middlesex county,virginia,10781,63782.0,va
montgomery county,virginia,98473,60666.0,va
nelson county,virginia,14790,67707.0,va
new kent county,virginia,23897,101628.0,va
northampton county,virginia,12085,50347.0,va
northumberland county,virginia,12029,61291.0,va
nottoway county,virginia,15594,54614.0,va
orange county,virginia,37188,79211.0,va
page county,virginia,23807,53168.0,va
patrick county,virginia,17602,47215.0,va
pittsylvania county,virginia,59972,49486.0,va
powhatan county,virginia,31136,101395.0,va
prince edward county,virginia,21932,49019.0,va
prince george county,virginia,42880,78895.0,va
prince william county,virginia,484472,113831.0,va
pulaski county,virginia,33759,55446.0,va
rappahannock county,virginia,7407,90307.0,va
richmond county,virginia,9017,57697.0,va
roanoke county,virginia,96589,74622.0,va
rockbridge county,virginia,22641,57828.0,va
rockingham county,virginia,84394,67484.0,va
russell county,virginia,25550,41100.0,va
scott county,virginia,21419,42561.0,va
shenandoah county,virginia,44752,58609.0,va
smyth county,virginia,29477,42588.0,va
southampton county,virginia,18006,65079.0,va
spotsylvania county,virginia,143676,98973.0,va
stafford county,virginia,160877,119818.0,va
surry county,virginia,6530,61105.0,va
sussex county,virginia,10763,56968.0,va
tazewell county,virginia,39925,42937.0,va
warren county,virginia,40925,72840.0,va
washington county,virginia,53635,54737.0,va
westmoreland county,virginia,18731,53113.0,va
wise county,virginia,35647,44884.0,va
wythe county,virginia,28178,52726.0,va
york county,virginia,70915,96144.0,va
alexandria   county,virginia,154706,105450.0,va
bristol   county,virginia,17054,43879.0,va
buena vista   county,virginia,6601,42156.0,va
charlottesville   county,virginia,45672,63470.0,va
chesapeake   county,virginia,251269,85563.0,va
colonial heights   county,virginia,18273,65570.0,va
covington   county,virginia,5717,41242.0,va
danville   county,virginia,42215,38904.0,va
emporia   county,virginia,5667,36111.0,va
fairfax   county,virginia,24276,118492.0,va
falls church   county,virginia,14493,155071.0,va
franklin   county,virginia,8217,49424.0,va
fredericksburg   county,virginia,28367,72293.0,va
galax   county,virginia,6660,39808.0,va
hampton   county,virginia,137746,59380.0,va
harrisonburg   county,virginia,51430,51055.0,va
hopewell   county,virginia,23140,44209.0,va
lexington   county,virginia,7456,66114.0,va
lynchburg   county,virginia,79009,54015.0,va
manassas   county,virginia,42708,101934.0,va
manassas park   county,virginia,17002,90544.0,va
martinsville   county,virginia,13517,36832.0,va
newport news   county,virginia,184587,57463.0,va
norfolk   county,virginia,235089,56244.0,va
norton   county,virginia,3666,35592.0,va
petersburg   county,virginia,33429,44890.0,va
poquoson   county,virginia,12574,112026.0,va
portsmouth   county,virginia,97840,54020.0,va
radford   county,virginia,16499,44360.0,va
richmond   county,virginia,226604,54795.0,va
roanoke   county,virginia,98865,48476.0,va
salem   county,virginia,25373,66472.0,va
staunton   county,virginia,25661,53041.0,va
suffolk   county,virginia,96194,81883.0,va
virginia beach   county,virginia,457672,81810.0,va
waynesboro   county,virginia,22550,47238.0,va
williamsburg   county,virginia,15590,65297.0,va
winchester   county,virginia,28136,61321.0,va
adams county,washington,20621,54573.0,wa
asotin county,washington,22397,57263.0,wa
benton county,washington,210025,76612.0,wa
chelan county,washington,79646,64895.0,wa
clallam county,washington,78209,60044.0,wa
clark county,washington,511404,82719.0,wa
columbia county,washington,4042,64688.0,wa
cowlitz county,washington,111524,64506.0,wa
douglas county,washington,43696,68979.0,wa
ferry county,washington,7273,45907.0,wa
franklin county,washington,98268,72452.0,wa
garfield county,washington,2346,50625.0,wa
grant county,washington,100297,63566.0,wa
grays harbor county,washington,76841,53615.0,wa
island county,washington,87432,75628.0,wa
jefferson county,washington,33605,59968.0,wa
king county,washington,2252305,106326.0,wa
kitsap county,washington,274314,84600.0,wa
kittitas county,washington,45499,64134.0,wa
klickitat county,washington,23118,59583.0,wa
lewis county,washington,84398,60581.0,wa
lincoln county,washington,11232,62810.0,wa
mason county,washington,67615,66325.0,wa
okanogan county,washington,42634,51992.0,wa
pacific county,washington,23948,54598.0,wa
pend oreille county,washington,13886,59134.0,wa
pierce county,washington,925708,82574.0,wa
san juan county,washington,18557,68577.0,wa
skagit county,washington,130696,75308.0,wa
skamania county,washington,12170,75565.0,wa
snohomish county,washington,833540,95618.0,wa
spokane county,washington,546040,64079.0,wa
stevens county,washington,47426,57206.0,wa
thurston county,washington,297977,81501.0,wa
wahkiakum county,washington,4582,54422.0,wa
walla walla county,washington,62682,63686.0,wa
whatcom county,washington,228831,70011.0,wa
whitman county,washington,47873,43613.0,wa
yakima county,washington,256035,58380.0,wa
barbour county,west virginia,15468,42260.0,wv
berkeley county,west virginia,126069,68101.0,wv
boone county,west virginia,21312,50598.0,wv
braxton county,west virginia,12247,42519.0,wv
brooke county,west virginia,22140,51210.0,wv
cabell county,west virginia,93418,43779.0,wv
calhoun county,west virginia,6176,37428.0,wv
clay county,west virginia,7892,37197.0,wv
doddridge county,west virginia,7735,58750.0,wv
fayette county,west virginia,39927,45988.0,wv
gilmer county,west virginia,7377,45870.0,wv
grant county,west virginia,10983,47224.0,wv
greenbrier county,west virginia,32608,41694.0,wv
hampshire county,west virginia,23302,50890.0,wv
hancock county,west virginia,28656,52062.0,wv
hardy county,west virginia,14160,46592.0,wv
harrison county,west virginia,65158,54124.0,wv
jackson county,west virginia,27738,53165.0,wv
jefferson county,west virginia,58370,86711.0,wv
kanawha county,west virginia,177952,50574.0,wv
lewis county,west virginia,16892,45345.0,wv
lincoln county,west virginia,20126,46683.0,wv
logan county,west virginia,31909,38493.0,wv
mcdowell county,west virginia,18363,30127.0,wv
marion county,west virginia,56001,55094.0,wv
marshall county,west virginia,30115,52371.0,wv
mason county,west virginia,25157,49957.0,wv
mercer county,west virginia,59097,43293.0,wv
mineral county,west virginia,26857,57345.0,wv
mingo county,west virginia,23005,35349.0,wv
monongalia county,west virginia,106387,56466.0,wv
monroe county,west virginia,12332,47417.0,wv
morgan county,west virginia,17221,56616.0,wv
nicholas county,west virginia,24300,42946.0,wv
ohio county,west virginia,41776,51516.0,wv
pendleton county,west virginia,6142,46506.0,wv
pleasants county,west virginia,7601,58433.0,wv
pocahontas county,west virginia,7841,37225.0,wv
preston county,west virginia,34358,55755.0,wv
putnam county,west virginia,57260,68740.0,wv
raleigh county,west virginia,73771,43150.0,wv
randolph county,west virginia,27806,47343.0,wv
ritchie county,west virginia,8383,45184.0,wv
roane county,west virginia,13898,38608.0,wv
summers county,west virginia,11908,41077.0,wv
taylor county,west virginia,16492,52823.0,wv
tucker county,west virginia,6672,49808.0,wv
tyler county,west virginia,8155,50601.0,wv
upshur county,west virginia,23791,44470.0,wv
wayne county,west virginia,38498,45591.0,wv
webster county,west virginia,8249,37720.0,wv
wetzel county,west virginia,14170,47611.0,wv
wirt county,west virginia,5063,49441.0,wv
wood county,west virginia,83624,50231.0,wv
wyoming county,west virginia,21051,44630.0,wv
adams county,wisconsin,20875,51878.0,wi
ashland county,wisconsin,16107,55070.0,wi
barron county,wisconsin,46719,55256.0,wi
bayfield county,wisconsin,16320,62859.0,wi
brown county,wisconsin,269591,68799.0,wi
buffalo county,wisconsin,13302,61167.0,wi
burnett county,wisconsin,16744,55890.0,wi
calumet county,wisconsin,52539,78453.0,wi
chippewa county,wisconsin,66865,63172.0,wi
clark county,wisconsin,34746,57547.0,wi
columbia county,wisconsin,58488,73786.0,wi
crawford county,wisconsin,16075,54526.0,wi
dane county,wisconsin,563951,78452.0,wi
dodge county,wisconsin,89313,66403.0,wi
door county,wisconsin,30369,63856.0,wi
douglas county,wisconsin,44203,59688.0,wi
dunn county,wisconsin,45547,64420.0,wi
eau claire county,wisconsin,106452,64777.0,wi
florence county,wisconsin,4593,52143.0,wi
fond du lac county,wisconsin,104362,66390.0,wi
forest county,wisconsin,9258,51959.0,wi
grant county,wisconsin,52110,58289.0,wi
green county,wisconsin,36988,70267.0,wi
green lake county,wisconsin,19229,60597.0,wi
iowa county,wisconsin,23756,73716.0,wi
iron county,wisconsin,6178,48908.0,wi
jackson county,wisconsin,21121,59422.0,wi
jefferson county,wisconsin,84943,71735.0,wi
juneau county,wisconsin,26802,58561.0,wi
kenosha county,wisconsin,168732,70073.0,wi
