County,State_Abrev,Fully_Vaccinated,Boosters,FIPS_Code
susquehanna county,pa,43.9,37.4,42115
york county,pa,55.1,35.2,42133
venango county,pa,43.3,38.8,42121
monroe county,pa,56.8,29.9,42089
mercer county,pa,50.5,36.7,42085
northampton county,pa,64.3,35.9,42095
erie county,pa,56.4,39.4,42049
columbia county,pa,58.2,40.2,42037
butler county,pa,61.3,40.1,42019
dauphin county,pa,58.6,29.8,42043
centre county,pa,57,39.1,42027
armstrong county,pa,56.7,39.9,42005
adams county,pa,51.7,37.5,42001
indiana county,pa,43.5,38.8,42063
westmoreland county,pa,55,36.0,42129
pike county,pa,54.3,29.2,42103
bedford county,pa,37,39.2,42009
carbon county,pa,57,33.5,42025
bucks county,pa,67.9,29.9,42017
lehigh county,pa,68.5,34.5,42077
beaver county,pa,48.4,41.9,42007
sullivan county,pa,51.4,41.7,42113
delaware county,pa,69.3,27.8,42045
northumberland county,pa,54.7,37.7,42097
fayette county,pa,54.1,34.7,42051
elk county,pa,53.5,40.8,42047
montour county,pa,74.7,45.2,42093
lebanon county,pa,51.4,32.2,42075
chester county,pa,73,30.2,42029
washington county,pa,60.5,37.5,42125
blair county,pa,49.5,33.5,42013
union county,pa,54.5,40.6,42119
snyder county,pa,41,39.9,42109
cambria county,pa,53.1,39.2,42021
forest county,pa,69.4,21.4,42053
luzerne county,pa,60.4,37.2,42079
wayne county,pa,57.9,36.2,42127
cameron county,pa,52.8,41.8,42023
wyoming county,pa,56.9,36.2,42131
mifflin county,pa,46.9,38.8,42087
providence county,ri,66.6,38.3,44007
newport county,ri,75.3,40.2,44005
bristol county,ri,75.5,49.5,44001
washington county,ri,75.3,50.0,44009
kent county,ri,75,46.6,44003
bamberg county,sc,48.5,29.6,45009
calhoun county,sc,37.1,33.9,45017
sumter county,sc,48.3,24.4,45085
clarendon county,sc,44.7,31.5,45027
hampton county,sc,60.9,29.5,45049
newberry county,sc,50.2,33.9,45071
oconee county,sc,43.2,37.3,45073
georgetown county,sc,52.3,36.0,45043
barnwell county,sc,52.7,26.6,45011
dorchester county,sc,50.5,28.2,45035
marion county,sc,46.1,32.4,45067
beaufort county,sc,64.8,32.0,45013
union county,sc,39.4,31.3,45087
williamsburg county,sc,54,28.9,45089
richland county,sc,58.3,28.1,45079
kershaw county,sc,54.6,31.0,45055
cherokee county,sc,32.7,27.9,45021
marlboro county,sc,41,25.5,45069
lancaster county,sc,43.1,29.8,45057
chester county,sc,43.4,33.5,45023
laurens county,sc,36.7,33.8,45059
jasper county,sc,35.9,25.7,45053
dillon county,sc,42.7,27.6,45033
darlington county,sc,46,28.8,45031
fairfield county,sc,51.5,32.6,45039
abbeville county,sc,37.9,36.9,45001
lee county,sc,39.4,32.5,45061
anderson county,sc,38.5,33.1,45007
greenville county,sc,51.7,32.1,45045
pickens county,sc,44.4,33.5,45077
mccormick county,sc,57.1,41.6,45065
edgefield county,sc,56.7,26.0,45037
berkeley county,sc,45.2,27.0,45015
florence county,sc,51.8,29.6,45041
colleton county,sc,45.4,26.0,45029
horry county,sc,54.1,36.8,45051
chesterfield county,sc,34.7,27.5,45025
greenwood county,sc,46.1,36.0,45047
saluda county,sc,28.9,25.3,45081
aiken county,sc,44.6,29.1,45003
spartanburg county,sc,41.7,32.0,45083
orangeburg county,sc,52.4,30.6,45075
allendale county,sc,54.9,27.2,45005
york county,sc,46.3,28.9,45091
charleston county,sc,61.9,35.4,45019
lexington county,sc,51.9,32.1,45063
mcpherson county,sd,38.5,54.5,46089
clark county,sd,48,30.4,46025
edmunds county,sd,43.9,41.8,46045
marshall county,sd,50.2,46.9,46091
yankton county,sd,61.2,40.9,46135
miner county,sd,51.6,42.1,46097
spink county,sd,50.1,48.9,46115
meade county,sd,52,19.0,46093
beadle county,sd,46.6,40.0,46005
moody county,sd,45.8,35.9,46101
bon homme county,sd,55.1,42.2,46009
roberts county,sd,66.6,31.0,46109
sanborn county,sd,52.6,45.9,46111
custer county,sd,48.6,22.9,46033
faulk county,sd,52.4,43.2,46049
dewey county,sd,65.5,23.0,46041
butte county,sd,37.8,27.0,46019
hamlin county,sd,43.7,36.4,46057
clay county,sd,64.8,40.8,46027
brule county,sd,51.6,30.5,46015
jones county,sd,67.9,25.9,46075
grant county,sd,46.4,36.3,46051
turner county,sd,50.8,39.7,46125
tripp county,sd,43,37.1,46123
aurora county,sd,51.3,38.5,46003
lawrence county,sd,52.8,22.0,46081
union county,sd,49,27.8,46127
hand county,sd,46.6,42.4,46059
jackson county,sd,45.1,21.8,46071
gregory county,sd,48,40.2,46053
campbell county,sd,45.6,41.3,46021
mellette county,sd,32.5,17.3,46095
hutchinson county,sd,51.8,46.2,46067
sully county,sd,42.8,36.3,46119
todd county,sd,58.1,20.1,46121
hanson county,sd,40.5,32.8,46061
minnehaha county,sd,62.6,33.9,46099
kingsbury county,sd,64.1,43.2,46077
pennington county,sd,54.5,31.0,46103
hughes county,sd,68,39.5,46065
brown county,sd,53.6,37.1,46013
haakon county,sd,40.2,20.1,46055
oglala lakota county,sd,69.7,23.7,
mccook county,sd,54.1,37.5,46087
hyde county,sd,52.1,43.1,46069
potter county,sd,58.5,43.5,46107
corson county,sd,34.8,27.1,46031
stanley county,sd,56.4,36.0,46117
bennett county,sd,52.8,24.3,46007
jerauld county,sd,48.7,47.7,46073
day county,sd,62,41.5,46037
harding county,sd,18.1,35.3,46063
deuel county,sd,44.3,37.6,46039
perkins county,sd,31.2,40.4,46105
buffalo county,sd,56.2,20.0,46017
charles mix county,sd,50.9,38.9,46023
lake county,sd,47.9,37.8,46079
walworth county,sd,44.9,40.8,46129
douglas county,sd,49.6,38.9,46043
lyman county,sd,59.6,30.3,46085
lincoln county,sd,55.2,34.6,46083
fall river county,sd,59.9,17.0,46047
ziebach county,sd,29,23.3,46137
codington county,sd,51.9,38.6,46029
brookings county,sd,49.1,38.5,46011
davison county,sd,57.4,34.0,46035
weakley county,tn,36.3,33.6,47183
hickman county,tn,40.7,35.2,47081
marion county,tn,43.1,33.7,47115
blount county,tn,50,39.4,47009
lawrence county,tn,35.1,32.9,47099
anderson county,tn,53.4,39.9,47001
carter county,tn,38.6,34.9,47019
mcminn county,tn,38.2,34.4,47107
shelby county,tn,51.9,31.2,47157
jefferson county,tn,47.9,36.0,47089
moore county,tn,21.1,38.2,47127
williamson county,tn,63.4,41.9,47187
loudon county,tn,61.3,43.6,47105
benton county,tn,42.3,40.5,47005
rutherford county,tn,50.9,31.4,47149
morgan county,tn,49.6,30.3,47129
hardin county,tn,38.9,34.3,47071
rhea county,tn,41.3,33.3,47143
dekalb county,tn,39.4,36.0,47041
davidson county,tn,61.8,37.9,47037
houston county,tn,40.7,35.8,47083
sequatchie county,tn,33.4,37.1,47153
white county,tn,40.9,37.3,47185
humphreys county,tn,40,29.7,47085
trousdale county,tn,35.1,32.0,47169
overton county,tn,34.1,40.1,47133
montgomery county,tn,55.4,21.3,47125
maury county,tn,61.4,34.2,47119
fayette county,tn,52.8,34.9,47047
meigs county,tn,66,36.3,47121
macon county,tn,30.2,31.8,47111
grundy county,tn,29.2,29.9,47061
stewart county,tn,40.7,35.2,47161
wilson county,tn,50.7,35.9,47189
claiborne county,tn,42.1,29.5,47025
smith county,tn,31.4,33.9,47159
lake county,tn,33.5,21.2,47095
bedford county,tn,40,28.4,47003
bledsoe county,tn,34,33.1,47007
warren county,tn,39.4,36.6,47177
crockett county,tn,45.9,33.0,47033
hancock county,tn,31.5,33.4,47067
carroll county,tn,45.9,35.6,47017
van buren county,tn,56,38.6,47175
franklin county,tn,39.2,37.8,47051
gibson county,tn,43.1,35.2,47053
sumner county,tn,45.7,36.0,47165
hawkins county,tn,42.5,33.3,47073
putnam county,tn,49,35.8,47141
henderson county,tn,39.6,34.2,47077
washington county,tn,57.1,38.1,47179
robertson county,tn,49.6,31.8,47147
hamilton county,tn,54.5,39.2,47065
sullivan county,tn,53.9,36.8,47163
haywood county,tn,49.1,33.3,47075
wayne county,tn,39.3,31.5,47181
lauderdale county,tn,35.8,28.3,47097
scott county,tn,34.9,30.0,47151
hardeman county,tn,43.9,30.8,47069
mcnairy county,tn,45.5,31.0,47109
perry county,tn,39.1,37.5,47135
henry county,tn,44.8,38.5,47079
fentress county,tn,32.3,33.4,47049
decatur county,tn,36.5,36.8,47039
lincoln county,tn,39.9,34.1,47103
coffee county,tn,43.9,34.3,47031
unicoi county,tn,52,37.6,47171
marshall county,tn,40.4,33.5,47117
lewis county,tn,34.2,34.7,47101
sevier county,tn,48,34.0,47155
dyer county,tn,37.9,29.5,47045
polk county,tn,40.3,35.8,47139
hamblen county,tn,40.6,33.7,47063
roane county,tn,43,39.1,47145
cheatham county,tn,48.3,36.3,47021
chester county,tn,34,34.2,47023
tipton county,tn,38.1,28.1,47167
grainger county,tn,47.3,34.6,47057
giles county,tn,37,34.6,47055
cumberland county,tn,45,45.5,47035
obion county,tn,38.8,28.3,47131
knox county,tn,57.6,40.1,47093
jackson county,tn,32.4,38.8,47087
pickett county,tn,42.5,43.2,47137
clay county,tn,27.9,39.6,47027
cocke county,tn,47.3,31.0,47029
madison county,tn,52.1,37.8,47113
bradley county,tn,39.7,32.7,47011
campbell county,tn,41.6,32.9,47013
union county,tn,33.4,36.3,47173
dickson county,tn,46.1,34.4,47043
greene county,tn,44.5,37.1,47059
johnson county,tn,35.5,31.9,47091
cannon county,tn,30.3,34.2,47015
monroe county,tn,41.6,36.6,47123
dawson county,tx,32,20.6,48115
san augustine county,tx,38.9,32.4,48405
jones county,tx,41.6,27.7,48253
hall county,tx,41.6,34.3,48191
bexar county,tx,64.8,28.7,48029
uvalde county,tx,50.9,31.9,48463
clay county,tx,41.7,31.5,48077
rains county,tx,35,29.5,48379
foard county,tx,41.2,34.5,48155
atascosa county,tx,47.4,26.0,48013
martin county,tx,29.8,21.6,48317
floyd county,tx,43.3,32.8,48153
ellis county,tx,50.6,25.7,48139
yoakum county,tx,38.3,23.6,48501
wheeler county,tx,39.2,30.3,48483
hockley county,tx,40.2,25.2,48219
harrison county,tx,38.1,28.3,48203
kleberg county,tx,58.2,30.7,48273
hidalgo county,tx,65.8,23.3,48215
brooks county,tx,58.7,30.2,48047
wilbarger county,tx,49.3,29.2,48487
carson county,tx,34.9,29.8,48065
upshur county,tx,32.4,29.8,48459
kenedy county,tx,52.5,34.0,48261
blanco county,tx,50.7,35.2,48031
cooke county,tx,35.9,26.5,48097
winkler county,tx,36.6,25.1,48495
nacogdoches county,tx,45,30.2,48347
smith county,tx,43.4,30.3,48423
bailey county,tx,36.7,25.2,48017
lubbock county,tx,46,27.6,48303
brown county,tx,39.4,26.8,48049
tyler county,tx,34.4,31.3,48457
hardeman county,tx,44.4,31.9,48197
reagan county,tx,37.7,20.8,48383
king county,tx,0,0.0,48269
bosque county,tx,44,31.6,48035
cochran county,tx,50.4,20.1,48079
hale county,tx,41.2,20.4,48189
victoria county,tx,46.4,29.6,48469
edwards county,tx,39,27.6,48137
matagorda county,tx,44.5,27.3,48321
dallam county,tx,41.2,21.1,48111
mills county,tx,42.2,37.0,48333
motley county,tx,27.5,35.2,48345
menard county,tx,52,40.8,48327
glasscock county,tx,41.4,18.8,48173
hutchinson county,tx,33,29.7,48233
trinity county,tx,37.6,31.2,48455
castro county,tx,40.6,26.8,48069
culberson county,tx,50.6,31.4,48109
gray county,tx,45.4,26.2,48179
red river county,tx,39.4,24.1,48387
mcculloch county,tx,36.8,33.9,48307
leon county,tx,34,25.1,48289
crockett county,tx,44.5,33.6,48105
haskell county,tx,36.4,26.1,48207
deaf smith county,tx,40.4,24.9,48117
harris county,tx,59.9,26.6,48201
frio county,tx,55.7,19.7,48163
hansford county,tx,40.6,25.5,48195
guadalupe county,tx,51.7,28.2,48187
eastland county,tx,35.5,30.3,48133
lynn county,tx,37,23.9,48305
somervell county,tx,43.2,32.4,48425
kaufman county,tx,48.7,25.0,48257
kendall county,tx,58.9,35.3,48259
denton county,tx,58.6,31.6,48121
howard county,tx,36.3,17.9,48227
calhoun county,tx,49,30.4,48057
wharton county,tx,46.8,25.8,48481
gregg county,tx,42.7,28.8,48183
nueces county,tx,54.6,31.6,48355
jim hogg county,tx,53,24.9,48247
fannin county,tx,42,27.8,48147
coryell county,tx,45,24.4,48099
hardin county,tx,36,28.3,48199
limestone county,tx,35.3,27.9,48293
dickens county,tx,32.1,34.6,48125
briscoe county,tx,42.8,53.5,48045
erath county,tx,35.7,28.1,48143
mason county,tx,45.4,41.4,48319
llano county,tx,49,38.4,48299
hill county,tx,38.9,27.4,48217
freestone county,tx,36.5,22.8,48161
parmer county,tx,38.3,27.9,48369
concho county,tx,47.4,34.9,48095
dallas county,tx,56.7,27.1,48113
kent county,tx,36.9,35.2,48263
swisher county,tx,38.7,28.8,48437
comal county,tx,57.2,31.3,48091
karnes county,tx,54.3,21.3,48255
goliad county,tx,40.5,33.9,48175
mclennan county,tx,48.7,27.5,48309
lampasas county,tx,44.5,28.8,48281
cass county,tx,33.5,28.7,48067
loving county,tx,0,0.0,48301
colorado county,tx,48.8,30.8,48089
gillespie county,tx,51.5,36.0,48171
kerr county,tx,48.6,33.0,48265
jim wells county,tx,51.1,32.3,48249
johnson county,tx,43.1,26.3,48251
callahan county,tx,35.3,31.3,48059
kimble county,tx,41.7,36.0,48267
grayson county,tx,42.7,30.1,48181
randall county,tx,43.8,29.2,48381
washington county,tx,48.4,34.6,48477
falls county,tx,43.5,24.4,48145
potter county,tx,42.3,25.8,48375
hood county,tx,45.8,35.7,48221
cherokee county,tx,37,28.6,48073
liberty county,tx,39.1,20.6,48291
sherman county,tx,32.5,15.0,48421
coke county,tx,37.1,35.8,48081
delta county,tx,33.8,27.1,48119
shackelford county,tx,35.3,30.8,48417
san saba county,tx,35.1,21.7,48411
fort bend county,tx,67.5,31.5,48157
lavaca county,tx,39.9,31.1,48285
oldham county,tx,33.9,23.2,48359
aransas county,tx,54.4,36.8,48007
hunt county,tx,40.5,26.6,48231
rusk county,tx,36.2,27.4,48401
childress county,tx,44.1,28.4,48075
andrews county,tx,41.8,25.5,48003
lee county,tx,45.1,28.9,48287
grimes county,tx,48.9,25.8,48185
schleicher county,tx,41.4,32.4,48413
knox county,tx,37.8,25.6,48275
kinney county,tx,47.3,25.8,48271
fayette county,tx,47.9,31.8,48149
bee county,tx,47.3,26.0,48025
throckmorton county,tx,39.7,38.1,48447
milam county,tx,42.8,29.6,48331
bowie county,tx,36.7,26.6,48037
taylor county,tx,46.4,28.6,48441
panola county,tx,36,27.1,48365
upton county,tx,39,37.9,48461
baylor county,tx,39.1,23.6,48023
sutton county,tx,41.6,27.8,48435
burnet county,tx,50.1,32.3,48053
fisher county,tx,34.3,28.5,48151
angelina county,tx,44.5,31.3,48005
ector county,tx,40.1,21.3,48135
san jacinto county,tx,32.7,28.6,48407
galveston county,tx,57.1,33.3,48167
zapata county,tx,57.8,22.6,48505
hemphill county,tx,40,31.7,48211
jeff davis county,tx,51.5,32.3,48243
zavala county,tx,49.7,28.3,48507
bandera county,tx,43.7,33.6,48019
starr county,tx,70.6,27.4,48427
brazoria county,tx,54.9,29.5,48039
dimmit county,tx,64,25.5,48127
garza county,tx,49.9,11.8,48169
wilson county,tx,49.9,28.8,48493
el paso county,tx,73.9,24.4,48141
wise county,tx,36.9,25.0,48497
bell county,tx,56.1,18.8,48027
young county,tx,39.8,28.5,48503
caldwell county,tx,52,24.9,48055
camp county,tx,37.4,29.7,48063
franklin county,tx,34.9,31.6,48159
cottle county,tx,32,32.4,48101
van zandt county,tx,36,29.8,48467
parker county,tx,43.1,28.1,48367
titus county,tx,36.1,23.5,48449
polk county,tx,44.9,34.4,48373
medina county,tx,52.5,30.7,48325
la salle county,tx,60.2,29.1,48283
refugio county,tx,51.4,33.1,48391
orange county,tx,34.6,27.4,48361
terry county,tx,40.3,29.2,48445
reeves county,tx,48.4,21.5,48389
sabine county,tx,35.6,33.5,48403
wichita county,tx,49.5,28.0,48485
hays county,tx,58.5,30.0,48209
midland county,tx,40.8,23.3,48329
duval county,tx,58.1,31.1,48131
san patricio county,tx,52.7,28.0,48409
palo pinto county,tx,35.6,31.0,48363
runnels county,tx,42.8,29.5,48399
lamar county,tx,37.6,31.2,48277
scurry county,tx,44.9,27.0,48415
austin county,tx,44.9,28.1,48015
hartley county,tx,46.3,30.9,48205
webb county,tx,80.3,16.9,48479
archer county,tx,45.7,30.3,48009
stonewall county,tx,38.7,33.5,48433
hopkins county,tx,37.4,25.9,48223
maverick county,tx,81.4,20.3,48323
mcmullen county,tx,43.7,26.5,48311
morris county,tx,40.3,30.3,48343
waller county,tx,39.3,23.4,48473
williamson county,tx,64.5,31.5,48491
brewster county,tx,56.3,31.1,48043
jasper county,tx,34.4,31.0,48241
collingsworth county,tx,31.3,39.6,48087
collin county,tx,63.7,30.5,48085
roberts county,tx,32.9,29.9,48393
tom green county,tx,49.8,30.5,48451
marion county,tx,38.7,29.4,48315
shelby county,tx,34,23.6,48419
ward county,tx,34.9,23.0,48475
hudspeth county,tx,62,23.2,48229
willacy county,tx,60,24.5,48489
henderson county,tx,37.2,32.4,48213
jackson county,tx,42.6,28.1,48239
jefferson county,tx,48,28.3,48245
moore county,tx,42.4,19.2,48341
comanche county,tx,43.6,33.8,48093
travis county,tx,66.3,33.8,48453
armstrong county,tx,38.6,28.6,48011
pecos county,tx,54.1,29.9,48371
presidio county,tx,95,27.0,48377
crane county,tx,34.4,24.0,48103
sterling county,tx,38.4,23.2,48431
stephens county,tx,35.1,27.0,48429
mitchell county,tx,34.4,32.9,48335
anderson county,tx,37.7,21.5,48001
gaines county,tx,20.7,19.3,48165
houston county,tx,39.6,29.6,48225
robertson county,tx,42,26.2,48395
irion county,tx,42.4,31.2,48235
bastrop county,tx,54,26.1,48021
tarrant county,tx,53.4,28.2,48439
hamilton county,tx,50,31.9,48193
walker county,tx,45.7,25.1,48471
madison county,tx,38.2,29.0,48313
real county,tx,47.9,35.6,48385
coleman county,tx,35.5,31.9,48083
montague county,tx,33.4,30.8,48337
newton county,tx,24.1,31.0,48351
montgomery county,tx,51.4,26.5,48339
borden county,tx,32.9,16.7,48033
jack county,tx,38.3,24.1,48237
wood county,tx,41.1,35.4,48499
brazos county,tx,48.8,26.7,48041
donley county,tx,32.6,30.9,48129
terrell county,tx,51.3,35.4,48443
chambers county,tx,44.6,23.2,48071
ochiltree county,tx,37,14.9,48357
navarro county,tx,42.4,26.5,48349
cameron county,tx,72,25.6,48061
nolan county,tx,40,35.2,48353
lamb county,tx,40.7,30.5,48279
crosby county,tx,42.5,31.7,48107
lipscomb county,tx,32.9,22.2,48295
val verde county,tx,62.7,16.9,48465
dewitt county,tx,43.2,29.0,48123
burleson county,tx,46.6,29.1,48051
live oak county,tx,40.5,24.7,48297
gonzales county,tx,47,25.7,48177
rockwall county,tx,55.3,28.0,48397
summit county,ut,83,38.4,49043
juab county,ut,34.9,29.1,49023
weber county,ut,55.8,29.6,49057
morgan county,ut,49.4,31.4,49029
millard county,ut,42,29.2,49027
san juan county,ut,58.3,35.1,49037
wasatch county,ut,56.2,31.4,49051
davis county,ut,61.8,31.6,49011
washington county,ut,48.5,34.0,49053
kane county,ut,47.7,38.1,49025
emery county,ut,43,35.9,49015
cache county,ut,53.5,26.9,49005
piute county,ut,37.4,34.9,49031
sanpete county,ut,38.3,27.8,49039
rich county,ut,47.9,34.5,49033
beaver county,ut,44.1,31.5,49001
wayne county,ut,52.9,35.9,49055
salt lake county,ut,64.5,33.3,49035
daggett county,ut,62.2,27.4,49009
grand county,ut,63.7,35.8,49019
carbon county,ut,45.7,35.6,49007
tooele county,ut,54.5,26.3,49045
uintah county,ut,39,23.8,49047
garfield county,ut,53.8,31.8,49017
sevier county,ut,41.2,29.4,49041
iron county,ut,42.4,27.2,49021
box elder county,ut,48,28.7,49003
duchesne county,ut,41.1,24.5,49013
utah county,ut,51.5,23.4,49049
westmoreland county,va,44.2,13.4,51193
mathews county,va,58.6,42.7,51115
halifax county,va,41.8,19.6,51083
portsmouth city,va,87.3,10.3,51740
bath county,va,42.8,17.0,51017
chesterfield county,va,53.7,23.7,51041
sussex county,va,34.4,13.2,51183
staunton city,va,46.5,2.2,51790
goochland county,va,63.8,33.1,51075
washington county,va,55.2,31.1,51191
mecklenburg county,va,41.4,11.0,51117
bristol city,va,65.6,30.4,51520
fairfax county,va,74.2,31.3,51059
amherst county,va,45.1,31.6,51009
waynesboro city,va,42.7,3.1,51820
tazewell county,va,41.6,28.3,51185
essex county,va,45.2,11.5,51057
galax city,va,0,0.0,51640
radford city,va,34.6,2.9,51750
roanoke city,va,40.2,7.5,51770
pulaski county,va,42.3,20.5,51155
newport news city,va,50.9,20.1,51700
greene county,va,45.3,3.2,51079
caroline county,va,38.5,10.5,51033
powhatan county,va,38.6,0.7,51145
augusta county,va,47.6,24.1,51015
williamsburg city,va,39.2,3.7,51830
stafford county,va,52.6,24.1,51179
henrico county,va,53.5,18.2,51087
madison county,va,52.8,36.8,51113
prince william county,va,68.1,28.2,51153
culpeper county,va,44.6,12.7,51047
petersburg city,va,33.4,2.6,51730
northumberland county,va,52.8,23.0,51133
fauquier county,va,57.1,26.5,51061
henry county,va,38.2,15.9,51089
martinsville city,va,0,0.0,51690
james city county,va,52.4,13.1,51095
amelia county,va,33.7,0.8,51007
greensville county,va,34.9,5.9,51081
dinwiddie county,va,45.4,22.6,51053
middlesex county,va,60.8,44.4,51119
hampton city,va,58.1,18.1,51650
virginia beach city,va,55.5,27.3,51810
emporia city,va,0,0.0,51595
lancaster county,va,58.8,31.3,51103
lexington city,va,39.2,1.0,51678
giles county,va,43.9,24.0,51071
gloucester county,va,57.5,39.2,51073
buena vista city,va,0,0.0,51530
nottoway county,va,42.5,19.7,51135
scott county,va,53.9,22.9,51169
spotsylvania county,va,43.2,8.4,51177
surry county,va,52.6,27.8,51181
patrick county,va,38.3,30.4,51141
montgomery county,va,44.9,31.3,51121
bedford county,va,42.9,22.1,51019
colonial heights city,va,36.1,1.0,51570
frederick county,va,46.4,16.6,51069
king and queen county,va,48.2,25.1,51097
grayson county,va,39.5,24.0,51077
hanover county,va,57.3,24.4,51085
king william county,va,49.8,27.8,51101
loudoun county,va,68.8,30.3,51107
shenandoah county,va,47.3,31.1,51171
floyd county,va,37.1,13.9,51063
wise county,va,45,24.4,51195
isle of wight county,va,47,14.1,51093
appomattox county,va,32.1,2.1,51011
alleghany county,va,39,4.8,51005
highland county,va,58.8,52.2,51091
charlottesville city,va,49.8,7.7,51540
accomack county,va,68.5,31.9,51001
winchester city,va,42.4,3.0,51840
manassas park city,va,0,0.0,51685
page county,va,36.7,14.4,51139
hopewell city,va,29.5,0.8,51670
manassas city,va,47,1.9,51683
orange county,va,41.7,8.1,51137
lunenburg county,va,47,29.1,51111
york county,va,55.9,34.3,51199
fairfax city,va,56.7,4.7,51600
russell county,va,45.3,28.1,51167
dickenson county,va,44.8,29.2,51051
chesapeake city,va,42.9,9.5,51550
harrisonburg city,va,37.6,1.3,51660
richmond city,va,41.7,19.1,51760
northampton county,va,68,38.2,51131
roanoke county,va,48.6,6.8,51161
rockbridge county,va,45.2,15.9,51163
bland county,va,37.6,9.4,51021
arlington county,va,71.2,20.9,51013
prince edward county,va,30.6,4.1,51147
albemarle county,va,62.7,22.9,51003
poquoson city,va,0,0.0,51735
norfolk city,va,52.2,26.6,51710
lee county,va,48.5,27.2,51105
botetourt county,va,47.7,21.2,51023
king george county,va,44,4.0,51099
wythe county,va,37.7,26.8,51197
rockingham county,va,42.2,16.9,51165
new kent county,va,49.8,22.7,51127
buchanan county,va,45.9,28.9,51027
suffolk city,va,48.8,23.8,51800
falls church city,va,54.8,3.1,51610
pittsylvania county,va,40.5,21.3,51143
cumberland county,va,34.9,7.3,51049
nelson county,va,54.7,26.7,51125
fluvanna county,va,60.1,37.4,51065
prince george county,va,55.9,0.4,51149
fredericksburg city,va,38.3,2.9,51630
franklin county,va,42,27.2,51067
norton city,va,0,0.0,51720
covington city,va,0,0.0,51580
louisa county,va,40.9,5.7,51109
craig county,va,32.6,6.3,51045
franklin city,va,0,0.0,51620
salem city,va,0,0.0,51775
charlotte county,va,37.6,10.6,51037
southampton county,va,35.8,7.6,51175
buckingham county,va,38.4,13.3,51029
alexandria city,va,59.2,25.8,51510
smyth county,va,46.2,25.3,51173
brunswick county,va,48.2,23.8,51025
carroll county,va,32.2,14.2,51035
danville city,va,0,0.0,51590
richmond county,va,40.1,8.8,51159
warren county,va,36.1,6.0,51187
clarke county,va,60.7,36.1,51043
campbell county,va,39.2,18.6,51031
rappahannock county,va,50.7,24.9,51157
lynchburg city,va,30.5,0.9,51680
charles city county,va,46.9,3.4,51036
windsor county,vt,48.6,38.3,50027
orleans county,vt,55.9,46.6,50019
washington county,vt,45.5,55.3,50023
caledonia county,vt,34.9,43.9,50005
addison county,vt,68.3,54.8,50001
bennington county,vt,41.5,49.8,50003
franklin county,vt,35.2,45.0,50011
lamoille county,vt,59.8,49.0,50015
grand isle county,vt,77.3,50.6,50013
orange county,vt,50.2,41.9,50017
windham county,vt,65.1,42.9,50025
chittenden county,vt,71,51.3,50007
essex county,vt,38.5,31.1,50009
rutland county,vt,66.8,48.6,50021
san juan county,wa,77.8,58.6,53055
lincoln county,wa,51.3,40.8,53043
island county,wa,63.1,44.7,53029
yakima county,wa,58.2,29.8,53077
grant county,wa,53.7,28.9,53025
walla walla county,wa,60.9,39.1,53071
stevens county,wa,37.5,40.0,53065
klickitat county,wa,45.9,41.1,53039
grays harbor county,wa,56,36.0,53027
asotin county,wa,39.6,38.6,53003
spokane county,wa,57.8,34.3,53063
thurston county,wa,63.1,41.9,53067
adams county,wa,55.2,24.3,53001
clark county,wa,61.1,37.2,53011
columbia county,wa,45,41.9,53013
okanogan county,wa,65.2,34.7,53047
clallam county,wa,65.7,52.6,53009
skamania county,wa,37,44.9,53059
douglas county,wa,58.7,35.7,53017
kittitas county,wa,51.7,39.7,53037
snohomish county,wa,66.5,37.3,53061
kitsap county,wa,63,40.2,53035
lewis county,wa,48.7,31.2,53041
pierce county,wa,60.5,32.3,53053
jefferson county,wa,74.4,58.8,53031
ferry county,wa,53.1,36.5,53019
pacific county,wa,53.2,39.6,53049
whitman county,wa,44.6,36.1,53075
garfield county,wa,37.9,56.1,53023
pend oreille county,wa,38.2,41.6,53051
franklin county,wa,48.9,26.7,53021
wahkiakum county,wa,47.7,39.9,53069
skagit county,wa,63.8,41.9,53057
chelan county,wa,67.4,40.9,53007
benton county,wa,53.8,36.3,53005
whatcom county,wa,68.4,38.3,53073
cowlitz county,wa,55.9,37.7,53015
mason county,wa,57.1,38.4,53045
king county,wa,77.2,43.7,53033
manitowoc county,wi,57.7,45.5,55071
eau claire county,wi,59.3,49.0,55035
trempealeau county,wi,62.9,45.9,55121
milwaukee county,wi,60.1,37.7,55079
douglas county,wi,41.8,39.0,55031
clark county,wi,35.6,42.7,55019
washburn county,wi,61,51.6,55129
pepin county,wi,47.4,47.4,55091
rock county,wi,65.6,41.1,55105
florence county,wi,53.6,31.5,55037
price county,wi,59.6,48.8,55099
waushara county,wi,42.8,49.2,55137
jefferson county,wi,54.8,43.9,55055
sheboygan county,wi,58.9,43.4,55117
langlade county,wi,51.8,48.6,55067
kenosha county,wi,55.9,38.7,55059
vilas county,wi,63.4,46.5,55125
waupaca county,wi,51.9,47.6,55135
grant county,wi,52.7,46.3,55043
iron county,wi,64.1,39.7,55051
dodge county,wi,49.3,43.0,55027
kewaunee county,wi,49.9,51.5,55061
columbia county,wi,64.1,47.1,55021
chippewa county,wi,54.4,48.2,55017
outagamie county,wi,60.9,45.5,55087
lincoln county,wi,53,50.5,55069
buffalo county,wi,48.5,42.6,55011
forest county,wi,57.2,42.4,55041
