County,State,Population,Income,State_Abrev,FIPS_Code
mclean county,illinois,170889,70339.0,il,17113
macon county,illinois,102432,55954.0,il,17115
macoupin county,illinois,44406,58227.0,il,17117
madison county,illinois,264490,66882.0,il,17119
marion county,illinois,37390,53209.0,il,17121
marshall county,illinois,11663,60231.0,il,17123
mason county,illinois,12881,54415.0,il,17125
massac county,illinois,13960,57658.0,il,17127
menard county,illinois,12164,79743.0,il,17129
mercer county,illinois,15582,59972.0,il,17131
monroe county,illinois,34932,92950.0,il,17133
montgomery county,illinois,28084,59309.0,il,17135
morgan county,illinois,32606,55261.0,il,17137
moultrie county,illinois,14510,67309.0,il,17139
ogle county,illinois,51449,67534.0,il,17141
peoria county,illinois,179432,58426.0,il,17143
perry county,illinois,20985,53108.0,il,17145
piatt county,illinois,16753,77559.0,il,17147
pike county,illinois,14618,51529.0,il,17149
pope county,illinois,3779,48013.0,il,17151
pulaski county,illinois,5065,40197.0,il,17153
putnam county,illinois,5566,67419.0,il,17155
randolph county,illinois,30142,58093.0,il,17157
richland county,illinois,15796,59963.0,il,17159
rock island county,illinois,142909,58974.0,il,17161
st. clair county,illinois,254796,63017.0,il,17163
saline county,illinois,23320,47541.0,il,17165
sangamon county,illinois,194734,66149.0,il,17167
schuyler county,illinois,6843,58447.0,il,17169
scott county,illinois,4836,63555.0,il,17171
shelby county,illinois,20789,60103.0,il,17173
stark county,illinois,5294,55109.0,il,17175
stephenson county,illinois,44021,53806.0,il,17177
tazewell county,illinois,130413,68860.0,il,17179
union county,illinois,16923,53363.0,il,17181
vermilion county,illinois,73095,49063.0,il,17183
wabash county,illinois,11202,49680.0,il,17185
warren county,illinois,16531,59673.0,il,17187
washington county,illinois,13655,67030.0,il,17189
wayne county,illinois,15963,51540.0,il,17191
white county,illinois,13784,51351.0,il,17193
whiteside county,illinois,55305,59812.0,il,17195
will county,illinois,697252,95751.0,il,17197
williamson county,illinois,66879,54682.0,il,17199
winnebago county,illinois,283119,57779.0,il,17201
woodford county,illinois,38225,76486.0,il,17203
adams county,indiana,35961,56037.0,in,18001
allen county,indiana,388608,61456.0,in,18003
bartholomew county,indiana,82475,71183.0,in,18005
benton county,indiana,8714,56155.0,in,18007
blackford county,indiana,12091,45080.0,in,18009
boone county,indiana,73052,94843.0,in,18011
brown county,indiana,15552,67737.0,in,18013
carroll county,indiana,20444,56929.0,in,18015
cass county,indiana,37563,51776.0,in,18017
clark county,indiana,122738,62296.0,in,18019
clay county,indiana,26410,63361.0,in,18021
clinton county,indiana,33065,55582.0,in,18023
crawford county,indiana,10514,42465.0,in,18025
daviess county,indiana,33397,57083.0,in,18027
dearborn county,indiana,50816,72674.0,in,18029
decatur county,indiana,26320,65000.0,in,18031
dekalb county,indiana,43333,60757.0,in,18033
delaware county,indiana,111871,49321.0,in,18035
dubois county,indiana,43549,65389.0,in,18037
elkhart county,indiana,206921,61182.0,in,18039
fayette county,indiana,23360,48101.0,in,18041
floyd county,indiana,80454,69858.0,in,18043
fountain county,indiana,16427,54475.0,in,18045
franklin county,indiana,22842,69440.0,in,18047
fulton county,indiana,20386,56885.0,in,18049
gibson county,indiana,32924,59697.0,in,18051
grant county,indiana,66263,50009.0,in,18053
greene county,indiana,30786,55470.0,in,18055
hamilton county,indiana,356650,104858.0,in,18057
hancock county,indiana,81789,79126.0,in,18059
harrison county,indiana,39761,63586.0,in,18061
hendricks county,indiana,179355,87961.0,in,18063
henry county,indiana,48935,54154.0,in,18065
howard county,indiana,83687,59238.0,in,18067
huntington county,indiana,36717,56705.0,in,18069
jackson county,indiana,46067,59504.0,in,18071
jasper county,indiana,33091,69632.0,in,18073
jay county,indiana,20248,48904.0,in,18075
jefferson county,indiana,33141,53784.0,in,18077
jennings county,indiana,27409,63612.0,in,18079
johnson county,indiana,164298,77977.0,in,18081
knox county,indiana,35956,51784.0,in,18083
kosciusko county,indiana,80106,66764.0,in,18085
lagrange county,indiana,40524,75624.0,in,18087
lake county,indiana,498558,62052.0,in,18089
laporte county,indiana,112390,60226.0,in,18091
lawrence county,indiana,45070,60041.0,in,18093
madison county,indiana,130782,54491.0,in,18095
marion county,indiana,971102,54601.0,in,18097
marshall county,indiana,46121,58296.0,in,18099
martin county,indiana,9780,57199.0,in,18101
miami county,indiana,36081,53762.0,in,18103
monroe county,indiana,139875,54096.0,in,18105
montgomery county,indiana,38063,58311.0,in,18107
morgan county,indiana,72206,71882.0,in,18109
newton county,indiana,13808,62306.0,in,18111
noble county,indiana,47227,63292.0,in,18113
ohio county,indiana,5978,63036.0,in,18115
orange county,indiana,19830,56572.0,in,18117
owen county,indiana,21446,53831.0,in,18119
parke county,indiana,16407,57156.0,in,18121
perry county,indiana,19316,54387.0,in,18123
pike county,indiana,12144,57283.0,in,18125
porter county,indiana,174243,76736.0,in,18127
posey county,indiana,25116,69323.0,in,18129
pulaski county,indiana,12339,52098.0,in,18131
putnam county,indiana,36979,64993.0,in,18133
randolph county,indiana,24387,54912.0,in,18135
ripley county,indiana,29081,64221.0,in,18137
rush county,indiana,16672,58887.0,in,18139
st. joseph county,indiana,272212,58599.0,in,18141
scott county,indiana,24355,45794.0,in,18143
shelby county,indiana,45039,64070.0,in,18145
spencer county,indiana,19798,59624.0,in,18147
starke county,indiana,23372,52802.0,in,18149
steuben county,indiana,34632,61698.0,in,18151
sullivan county,indiana,20758,49393.0,in,18153
switzerland county,indiana,9790,56268.0,in,18155
tippecanoe county,indiana,187076,53468.0,in,18157
tipton county,indiana,15372,65983.0,in,18159
union county,indiana,7047,60750.0,in,18161
vanderburgh county,indiana,179987,54044.0,in,18163
vermillion county,indiana,15341,53396.0,in,18165
vigo county,indiana,105994,48552.0,in,18167
wabash county,indiana,30816,59611.0,in,18169
warren county,indiana,8475,68136.0,in,18171
warrick county,indiana,64514,85613.0,in,18173
washington county,indiana,28102,53932.0,in,18175
wayne county,indiana,66456,49952.0,in,18177
wells county,indiana,28197,62802.0,in,18179
white county,indiana,24651,60327.0,in,18181
whitley county,indiana,34430,67716.0,in,18183
adair county,iowa,7541,57944.0,ia,19001
adams county,iowa,3641,57981.0,ia,19003
allamakee county,iowa,13926,59461.0,ia,19005
appanoose county,iowa,12257,46900.0,ia,19007
audubon county,iowa,5635,54643.0,ia,19009
benton county,iowa,25691,72334.0,ia,19011
black hawk county,iowa,130368,57191.0,ia,19013
boone county,iowa,26723,70984.0,ia,19015
bremer county,iowa,25081,76782.0,ia,19017
buchanan county,iowa,20657,71024.0,ia,19019
buena vista county,iowa,20771,53645.0,ia,19021
butler county,iowa,14332,61109.0,ia,19023
calhoun county,iowa,9915,60434.0,ia,19025
carroll county,iowa,20692,61157.0,ia,19027
cass county,iowa,13050,55395.0,ia,19029
cedar county,iowa,18410,72714.0,ia,19031
cerro gordo county,iowa,42706,58271.0,ia,19033
cherokee county,iowa,11503,59881.0,ia,19035
chickasaw county,iowa,11887,67146.0,ia,19037
clarke county,iowa,9785,58617.0,ia,19039
clay county,iowa,16440,52307.0,ia,19041
clayton county,iowa,16998,58148.0,ia,19043
clinton county,iowa,46463,56345.0,ia,19045
crawford county,iowa,16193,55552.0,ia,19047
dallas county,iowa,103796,93492.0,ia,19049
davis county,iowa,9138,76755.0,ia,19051
decatur county,iowa,7659,52753.0,ia,19053
delaware county,iowa,17510,69319.0,ia,19055
des moines county,iowa,38491,54318.0,ia,19057
dickinson county,iowa,17851,65215.0,ia,19059
dubuque county,iowa,98718,68198.0,ia,19061
emmet county,iowa,9321,58357.0,ia,19063
fayette county,iowa,19258,50973.0,ia,19065
floyd county,iowa,15413,55827.0,ia,19067
franklin county,iowa,9952,59019.0,ia,19069
fremont county,iowa,6567,63611.0,ia,19071
greene county,iowa,8717,52768.0,ia,19073
grundy county,iowa,12347,74552.0,ia,19075
guthrie county,iowa,10567,67625.0,ia,19077
hamilton county,iowa,14887,62183.0,ia,19079
hancock county,iowa,10663,64730.0,ia,19081
hardin county,iowa,16708,58845.0,ia,19083
harrison county,iowa,14669,67950.0,ia,19085
henry county,iowa,20387,58767.0,ia,19087
howard county,iowa,9478,60387.0,ia,19089
humboldt county,iowa,9634,60008.0,ia,19091
ida county,iowa,6956,57266.0,ia,19093
iowa county,iowa,16568,64720.0,ia,19095
jackson county,iowa,19368,65541.0,ia,19097
jasper county,iowa,37764,63182.0,ia,19099
jefferson county,iowa,15647,47950.0,ia,19101
johnson county,iowa,154748,67414.0,ia,19103
jones county,iowa,20805,63279.0,ia,19105
keokuk county,iowa,9914,54233.0,ia,19107
kossuth county,iowa,14529,59878.0,ia,19109
lee county,iowa,33215,54258.0,ia,19111
linn county,iowa,228939,70360.0,ia,19113
louisa county,iowa,10749,65867.0,ia,19115
lucas county,iowa,8710,55297.0,ia,19117
lyon county,iowa,12011,69113.0,ia,19119
madison county,iowa,16773,79306.0,ia,19121
mahaska county,iowa,21984,60617.0,ia,19123
marion county,iowa,33380,66822.0,ia,19125
marshall county,iowa,39853,63591.0,ia,19127
mills county,iowa,14465,77926.0,ia,19129
mitchell county,iowa,10555,60991.0,ia,19131
monona county,iowa,8574,56107.0,ia,19133
monroe county,iowa,7610,69929.0,ia,19135
montgomery county,iowa,10322,56971.0,ia,19137
muscatine county,iowa,42688,61547.0,ia,19139
o'brien county,iowa,14015,62292.0,ia,19141
osceola county,iowa,6159,65242.0,ia,19143
page county,iowa,15197,52108.0,ia,19145
palo alto county,iowa,8906,59988.0,ia,19147
plymouth county,iowa,25650,74239.0,ia,19149
pocahontas county,iowa,7074,56350.0,ia,19151
polk county,iowa,496844,73015.0,ia,19153
pottawattamie county,iowa,93304,63840.0,ia,19155
poweshiek county,iowa,18586,56080.0,ia,19157
ringgold county,iowa,4639,57700.0,ia,19159
sac county,iowa,9752,61040.0,ia,19161
scott county,iowa,174170,67675.0,ia,19163
shelby county,iowa,11770,62222.0,ia,19165
sioux county,iowa,35893,78179.0,ia,19167
story county,iowa,99472,62578.0,ia,19169
tama county,iowa,16867,59794.0,ia,19171
taylor county,iowa,5868,59528.0,ia,19173
union county,iowa,12018,52321.0,ia,19175
van buren county,iowa,7243,53218.0,ia,19177
wapello county,iowa,35256,51222.0,ia,19179
warren county,iowa,53402,85189.0,ia,19181
washington county,iowa,22491,66908.0,ia,19183
wayne county,iowa,6508,53039.0,ia,19185
webster county,iowa,37147,56934.0,ia,19187
winnebago county,iowa,10656,56578.0,ia,19189
winneshiek county,iowa,19892,65330.0,ia,19191
woodbury county,iowa,105607,63061.0,ia,19193
worth county,iowa,7385,63795.0,ia,19195
wright county,iowa,12785,55395.0,ia,19197
allen county,kansas,12464,51840.0,ks,20001
anderson county,kansas,7778,56315.0,ks,20003
atchison county,kansas,16239,52243.0,ks,20005
barber county,kansas,4110,52984.0,ks,20007
barton county,kansas,25216,50077.0,ks,20009
bourbon county,kansas,14323,49951.0,ks,20011
brown county,kansas,9455,52314.0,ks,20013
butler county,kansas,67889,71651.0,ks,20015
chase county,kansas,2598,49453.0,ks,20017
chautauqua county,kansas,3395,46170.0,ks,20019
cherokee county,kansas,19130,47298.0,ks,20021
cheyenne county,kansas,2633,45039.0,ks,20023
clark county,kansas,1977,55556.0,ks,20025
clay county,kansas,8077,52716.0,ks,20027
cloud county,kansas,8928,53110.0,ks,20029
coffey county,kansas,8338,63167.0,ks,20031
comanche county,kansas,1670,49333.0,ks,20033
cowley county,kansas,34496,51732.0,ks,20035
crawford county,kansas,39110,45191.0,ks,20037
decatur county,kansas,2751,46733.0,ks,20039
dickinson county,kansas,18459,59400.0,ks,20041
doniphan county,kansas,7471,54792.0,ks,20043
douglas county,kansas,119363,62594.0,ks,20045
edwards county,kansas,2832,49679.0,ks,20047
elk county,kansas,2441,45660.0,ks,20049
ellis county,kansas,28790,54858.0,ks,20051
ellsworth county,kansas,6336,55318.0,ks,20053
finney county,kansas,38107,61374.0,ks,20055
ford county,kansas,34159,59578.0,ks,20057
franklin county,kansas,25986,63996.0,ks,20059
geary county,kansas,35934,54664.0,ks,20061
gove county,kansas,2755,53226.0,ks,20063
graham county,kansas,2400,44091.0,ks,20065
grant county,kansas,7324,60417.0,ks,20067
gray county,kansas,5644,70321.0,ks,20069
greeley county,kansas,1304,57281.0,ks,20071
greenwood county,kansas,5939,46783.0,ks,20073
hamilton county,kansas,2484,48333.0,ks,20075
harper county,kansas,5331,52188.0,ks,20077
harvey county,kansas,33817,60653.0,ks,20079
haskell county,kansas,3668,58841.0,ks,20081
hodgeman county,kansas,1710,62902.0,ks,20083
jackson county,kansas,13261,62023.0,ks,20085
jefferson county,kansas,18411,72270.0,ks,20087
jewell county,kansas,2937,45655.0,ks,20089
johnson county,kansas,613219,96059.0,ks,20091
kearny county,kansas,3891,61406.0,ks,20093
kingman county,kansas,7392,54852.0,ks,20095
kiowa county,kansas,2392,61406.0,ks,20097
labette county,kansas,19912,51425.0,ks,20099
lane county,kansas,1565,44219.0,ks,20101
leavenworth county,kansas,82184,80853.0,ks,20103
lincoln county,kansas,2903,48457.0,ks,20105
linn county,kansas,9747,52339.0,ks,20107
logan county,kansas,2722,62202.0,ks,20109
lyon county,kansas,31998,52591.0,ks,20111
mcpherson county,kansas,30146,63816.0,ks,20113
marion county,kansas,11712,54679.0,ks,20115
marshall county,kansas,9979,58750.0,ks,20117
meade county,kansas,4022,66042.0,ks,20119
miami county,kansas,34593,79211.0,ks,20121
mitchell county,kansas,5748,49250.0,ks,20123
montgomery county,kansas,31156,47697.0,ks,20125
morris county,kansas,5356,50242.0,ks,20127
morton county,kansas,2692,51447.0,ks,20129
nemaha county,kansas,10216,65177.0,ks,20131
neosho county,kansas,15784,54479.0,ks,20133
ness county,kansas,2672,63241.0,ks,20135
norton county,kansas,5342,49326.0,ks,20137
osage county,kansas,15768,61702.0,ks,20139
osborne county,kansas,3498,55551.0,ks,20141
ottawa county,kansas,5838,57455.0,ks,20143
pawnee county,kansas,6225,50988.0,ks,20145
phillips county,kansas,4815,53919.0,ks,20147
pottawatomie county,kansas,25790,76089.0,ks,20149
pratt county,kansas,9181,57109.0,ks,20151
rawlins county,kansas,2549,58590.0,ks,20153
reno county,kansas,61414,53359.0,ks,20155
republic county,kansas,4662,50268.0,ks,20157
rice county,kansas,9390,56379.0,ks,20159
riley county,kansas,72208,53296.0,ks,20161
rooks county,kansas,4831,55000.0,ks,20163
rush county,kansas,2953,50714.0,ks,20165
russell county,kansas,6703,52108.0,ks,20167
saline county,kansas,53888,55175.0,ks,20169
scott county,kansas,5131,46583.0,ks,20171
sedgwick county,kansas,523828,60593.0,ks,20173
seward county,kansas,21747,51809.0,ks,20175
shawnee county,kansas,178264,59848.0,ks,20177
sheridan county,kansas,2478,68952.0,ks,20179
sherman county,kansas,5895,58830.0,ks,20181
smith county,kansas,3576,48051.0,ks,20183
stafford county,kansas,4034,54188.0,ks,20185
stanton county,kansas,2044,60607.0,ks,20187
stevens county,kansas,5293,61267.0,ks,20189
sumner county,kansas,22385,54854.0,ks,20191
thomas county,kansas,7877,69844.0,ks,20193
trego county,kansas,2793,78529.0,ks,20195
wabaunsee county,kansas,6966,66589.0,ks,20197
wallace county,kansas,1508,56538.0,ks,20199
washington county,kansas,5511,53491.0,ks,20201
wichita county,kansas,2082,63306.0,ks,20203
wilson county,kansas,8526,52514.0,ks,20205
woodson county,kansas,3102,45234.0,ks,20207
wyandotte county,kansas,167046,52366.0,ks,20209
adair county,kentucky,18932,46652.0,ky,21001
allen county,kentucky,20797,47495.0,ky,21003
anderson county,kentucky,24035,59887.0,ky,21005
ballard county,kentucky,7695,52695.0,ky,21007
barren county,kentucky,44544,44254.0,ky,21009
bath county,kentucky,12778,46375.0,ky,21011
bell county,kentucky,23858,32123.0,ky,21013
boone county,kentucky,137412,87034.0,ky,21015
bourbon county,kentucky,20229,53277.0,ky,21017
boyd county,kentucky,47899,53077.0,ky,21019
boyle county,kentucky,30747,54234.0,ky,21021
bracken county,kentucky,8439,63277.0,ky,21023
breathitt county,kentucky,13553,32259.0,ky,21025
breckinridge county,kentucky,20651,49919.0,ky,21027
bullitt county,kentucky,82918,67892.0,ky,21029
butler county,kentucky,12294,48355.0,ky,21031
caldwell county,kentucky,12624,48280.0,ky,21033
calloway county,kentucky,37560,44534.0,ky,21035
campbell county,kentucky,93050,65580.0,ky,21037
carlisle county,kentucky,4791,42386.0,ky,21039
carroll county,kentucky,10863,42433.0,ky,21041
carter county,kentucky,26412,40092.0,ky,21043
casey county,kentucky,15866,37694.0,ky,21045
christian county,kentucky,72357,45913.0,ky,21047
clark county,kentucky,36871,59294.0,ky,21049
clay county,kentucky,20206,33399.0,ky,21051
clinton county,kentucky,9265,35042.0,ky,21053
crittenden county,kentucky,8947,45000.0,ky,21055
cumberland county,kentucky,5879,34563.0,ky,21057
daviess county,kentucky,103063,57660.0,ky,21059
edmonson county,kentucky,12291,41533.0,ky,21061
elliott county,kentucky,7381,36455.0,ky,21063
estill county,kentucky,14092,36336.0,ky,21065
fayette county,kentucky,321793,61526.0,ky,21067
fleming county,kentucky,15224,48315.0,ky,21069
floyd county,kentucky,35274,37360.0,ky,21071
franklin county,kentucky,51682,59498.0,ky,21073
fulton county,kentucky,6512,33567.0,ky,21075
gallatin county,kentucky,8775,54978.0,ky,21077
garrard county,kentucky,17362,58137.0,ky,21079
grant county,kentucky,25244,60040.0,ky,21081
graves county,kentucky,36615,48187.0,ky,21083
grayson county,kentucky,26524,40839.0,ky,21085
green county,kentucky,11291,34363.0,ky,21087
greenup county,kentucky,35649,55431.0,ky,21089
hancock county,kentucky,9064,61622.0,ky,21091
hardin county,kentucky,111607,59863.0,ky,21093
harlan county,kentucky,26164,30210.0,ky,21095
harrison county,kentucky,18950,53862.0,ky,21097
hart county,kentucky,19460,45342.0,ky,21099
henderson county,kentucky,44329,53635.0,ky,21101
henry county,kentucky,15657,52301.0,ky,21103
hickman county,kentucky,4424,46321.0,ky,21105
hopkins county,kentucky,45138,49495.0,ky,21107
jackson county,kentucky,12984,33699.0,ky,21109
jefferson county,kentucky,777874,61633.0,ky,21111
jessamine county,kentucky,53626,65196.0,ky,21113
johnson county,kentucky,22556,41489.0,ky,21115
kenton county,kentucky,169495,68503.0,ky,21117
knott county,kentucky,14053,35583.0,ky,21119
knox county,kentucky,29909,29206.0,ky,21121
larue county,kentucky,15028,53555.0,ky,21123
laurel county,kentucky,62561,46604.0,ky,21125
lawrence county,kentucky,16290,37014.0,ky,21127
lee county,kentucky,7451,29817.0,ky,21129
leslie county,kentucky,10278,34528.0,ky,21131
letcher county,kentucky,21253,35278.0,ky,21133
lewis county,kentucky,12987,32402.0,ky,21135
lincoln county,kentucky,24243,45856.0,ky,21137
livingston county,kentucky,8959,51081.0,ky,21139
logan county,kentucky,27771,53133.0,ky,21141
lyon county,kentucky,8803,55203.0,ky,21143
mccracken county,kentucky,67454,53366.0,ky,21145
mccreary county,kentucky,16892,33939.0,ky,21147
mclean county,kentucky,9100,57027.0,ky,21149
madison county,kentucky,94666,55002.0,ky,21151
magoffin county,kentucky,11497,29615.0,ky,21153
marion county,kentucky,19725,48791.0,ky,21155
marshall county,kentucky,31748,58989.0,ky,21157
martin county,kentucky,11140,40826.0,ky,21159
mason county,kentucky,16931,48106.0,ky,21161
meade county,kentucky,30131,63944.0,ky,21163
menifee county,kentucky,6194,43313.0,ky,21165
mercer county,kentucky,22850,53750.0,ky,21167
metcalfe county,kentucky,10349,43196.0,ky,21169
monroe county,kentucky,11233,39334.0,ky,21171
montgomery county,kentucky,28219,49313.0,ky,21173
morgan county,kentucky,13820,41664.0,ky,21175
muhlenberg county,kentucky,30694,46124.0,ky,21177
nelson county,kentucky,47098,64354.0,ky,21179
nicholas county,kentucky,7712,44306.0,ky,21181
ohio county,kentucky,23688,48481.0,ky,21183
oldham county,kentucky,68685,109815.0,ky,21185
owen county,kentucky,11294,52450.0,ky,21187
owsley county,kentucky,3953,29340.0,ky,21189
pendleton county,kentucky,14607,57619.0,ky,21191
perry county,kentucky,27929,40577.0,ky,21193
pike county,kentucky,57391,36910.0,ky,21195
powell county,kentucky,13133,39493.0,ky,21197
pulaski county,kentucky,65423,42652.0,ky,21199
robertson county,kentucky,2257,53833.0,ky,21201
rockcastle county,kentucky,16115,40406.0,ky,21203
rowan county,kentucky,24861,45681.0,ky,21205
russell county,kentucky,18156,41851.0,ky,21207
scott county,kentucky,58252,73113.0,ky,21209
shelby county,kentucky,48461,73974.0,ky,21211
simpson county,kentucky,19718,53420.0,ky,21213
spencer county,kentucky,19916,92973.0,ky,21215
taylor county,kentucky,26235,56890.0,ky,21217
todd county,kentucky,12285,54823.0,ky,21219
trigg county,kentucky,14192,53693.0,ky,21221
trimble county,kentucky,8530,62125.0,ky,21223
union county,kentucky,13544,50533.0,ky,21225
warren county,kentucky,137212,57625.0,ky,21227
washington county,kentucky,12072,59049.0,ky,21229
wayne county,kentucky,19540,41237.0,ky,21231
webster county,kentucky,12813,47051.0,ky,21233
whitley county,kentucky,36939,41817.0,ky,21235
wolfe county,kentucky,6507,24349.0,ky,21237
woodford county,kentucky,27075,72765.0,ky,21239
acadia parish,louisiana,57288,42368.0,la,22001
allen parish,louisiana,22687,47660.0,la,22003
ascension parish,louisiana,128369,86256.0,la,22005
assumption parish,louisiana,20689,42831.0,la,22007
avoyelles parish,louisiana,39236,37903.0,la,22009
beauregard parish,louisiana,36584,57130.0,la,22011
bienville parish,louisiana,12776,32328.0,la,22013
bossier parish,louisiana,129144,58289.0,la,22015
caddo parish,louisiana,233092,43153.0,la,22017
calcasieu parish,louisiana,205282,59470.0,la,22019
caldwell parish,louisiana,9571,41861.0,la,22021
cameron parish,louisiana,5080,64525.0,la,22023
catahoula parish,louisiana,8805,42232.0,la,22025
claiborne parish,louisiana,14038,29574.0,la,22027
concordia parish,louisiana,18376,36157.0,la,22029
de soto parish,louisiana,26919,45364.0,la,22031
east baton rouge parish,louisiana,453301,58167.0,la,22033
east carroll parish,louisiana,7220,25049.0,la,22035
east feliciana parish,louisiana,19338,58125.0,la,22037
evangeline parish,louisiana,32215,32465.0,la,22039
franklin parish,louisiana,19668,38250.0,la,22041
grant parish,louisiana,22236,52779.0,la,22043
iberia parish,louisiana,68975,52278.0,la,22045
iberville parish,louisiana,29824,52994.0,la,22047
jackson parish,louisiana,14876,41298.0,la,22049
jefferson parish,louisiana,433688,58638.0,la,22051
jefferson davis parish,louisiana,32345,45578.0,la,22053
lafayette parish,louisiana,244205,63311.0,la,22055
lafourche parish,louisiana,97504,58747.0,la,22057
lasalle parish,louisiana,14834,52205.0,la,
lincoln parish,louisiana,48152,38458.0,la,22061
livingston parish,louisiana,145830,71547.0,la,22063
madison parish,louisiana,9799,36875.0,la,22065
morehouse parish,louisiana,25025,33758.0,la,22067
natchitoches parish,louisiana,37026,33965.0,la,22069
orleans parish,louisiana,376971,45594.0,la,22071
ouachita parish,louisiana,158768,46021.0,la,22073
plaquemines parish,louisiana,23303,69970.0,la,22075
pointe coupee parish,louisiana,20356,50431.0,la,22077
rapides parish,louisiana,128654,49639.0,la,22079
red river parish,louisiana,7564,41227.0,la,22081
richland parish,louisiana,19805,42956.0,la,22083
sabine parish,louisiana,22135,39975.0,la,22085
st. bernard parish,louisiana,44258,52538.0,la,22087
st. charles parish,louisiana,52282,72088.0,la,22089
st. helena parish,louisiana,10912,40857.0,la,22091
st. james parish,louisiana,19742,56207.0,la,22093
st. john the baptist parish,louisiana,42094,60743.0,la,22095
st. landry parish,louisiana,82071,41068.0,la,22097
st. martin parish,louisiana,51540,46711.0,la,22099
st. mary parish,louisiana,48232,43097.0,la,22101
st. tammany parish,louisiana,269388,70986.0,la,22103
tangipahoa parish,louisiana,135217,50659.0,la,22105
tensas parish,louisiana,4043,32962.0,la,22107
terrebonne parish,louisiana,108708,57940.0,la,22109
union parish,louisiana,21091,44192.0,la,22111
vermilion parish,louisiana,57204,56347.0,la,22113
vernon parish,louisiana,48027,53215.0,la,22115
washington parish,louisiana,45133,39168.0,la,22117
webster parish,louisiana,36184,31197.0,la,22119
west baton rouge parish,louisiana,27792,72391.0,la,22121
west carroll parish,louisiana,9594,42050.0,la,22123
west feliciana parish,louisiana,15494,63450.0,la,22125
winn parish,louisiana,13488,43710.0,la,22127
androscoggin county,maine,111034,59287.0,me,23001
aroostook county,maine,66859,47278.0,me,23003
cumberland county,maine,305231,80679.0,me,23005
franklin county,maine,29687,53607.0,me,23007
hancock county,maine,56192,60354.0,me,23009
kennebec county,maine,124486,58097.0,me,23011
knox county,maine,41084,63399.0,me,23013
lincoln county,maine,35828,62121.0,me,23015
oxford county,maine,58629,51384.0,me,23017
penobscot county,maine,152765,55125.0,me,23019
piscataquis county,maine,17165,46948.0,me,23021
sagadahoc county,maine,37071,73343.0,me,23023
somerset county,maine,50592,47488.0,me,23025
waldo county,maine,39912,59880.0,me,23027
washington county,maine,31121,46689.0,me,23029
york county,maine,214591,73856.0,me,23031
allegany county,maryland,67729,51090.0,md,24001
anne arundel county,maryland,590336,108048.0,md,24003
baltimore county,maryland,849316,81846.0,md,24005
calvert county,maryland,93928,120295.0,md,24009
caroline county,maryland,33386,63027.0,md,24011
carroll county,maryland,173873,104708.0,md,24013
cecil county,maryland,103905,81817.0,md,24015
charles county,maryland,168698,107808.0,md,24017
dorchester county,maryland,32489,55652.0,md,24019
frederick county,maryland,279835,106129.0,md,24021
garrett county,maryland,28702,58011.0,md,24023
harford county,maryland,262977,98495.0,md,24025
howard county,maryland,334529,129549.0,md,24027
kent county,maryland,19270,64451.0,md,24029
montgomery county,maryland,1054827,117345.0,md,24031
prince george's county,maryland,955306,91124.0,md,24033
queen anne's county,maryland,50798,99597.0,md,24035
st. mary's county,maryland,114468,102859.0,md,24037
somerset county,maryland,24584,48661.0,md,24039
talbot county,maryland,37626,79349.0,md,24041
washington county,maryland,154937,67349.0,md,24043
wicomico county,maryland,103980,63610.0,md,24045
worcester county,maryland,53132,71262.0,md,24047
baltimore city,maryland,576498,54124.0,md,24510
barnstable county,massachusetts,232411,82619.0,ma,25001
berkshire county,massachusetts,128657,63159.0,ma,25003
bristol county,massachusetts,580164,74290.0,ma,25005
dukes county,massachusetts,21097,77392.0,ma,25007
essex county,massachusetts,807074,86684.0,ma,25009
franklin county,massachusetts,71015,64949.0,ma,25011
hampden county,massachusetts,462718,61310.0,ma,25013
hampshire county,massachusetts,161572,76959.0,ma,25015
middlesex county,massachusetts,1614742,111790.0,ma,25017
nantucket county,massachusetts,14491,116571.0,ma,25019
norfolk county,massachusetts,724505,112089.0,ma,25021
plymouth county,massachusetts,533003,98190.0,ma,25023
suffolk county,massachusetts,771245,80260.0,ma,25025
worcester county,massachusetts,862029,81660.0,ma,25027
alcona county,michigan,10235,46187.0,mi,26001
alger county,michigan,8821,48822.0,mi,26003
allegan county,michigan,120950,70269.0,mi,26005
alpena county,michigan,28893,44864.0,mi,26007
antrim county,michigan,23813,60378.0,mi,26009
arenac county,michigan,14975,48989.0,mi,26011
baraga county,michigan,8215,45792.0,mi,26013
barry county,michigan,62992,68779.0,mi,26015
bay county,michigan,102985,52510.0,mi,26017
benzie county,michigan,18223,68875.0,mi,26019
berrien county,michigan,153101,55893.0,mi,26021
branch county,michigan,44985,56077.0,mi,26023
calhoun county,michigan,133819,53286.0,mi,26025
cass county,michigan,51483,60725.0,mi,26027
charlevoix county,michigan,26086,63508.0,mi,26029
cheboygan county,michigan,25752,53482.0,mi,26031
chippewa county,michigan,36816,53079.0,mi,26033
clare county,michigan,31065,43069.0,mi,26035
clinton county,michigan,79426,76161.0,mi,26037
crawford county,michigan,13204,54240.0,mi,26039
delta county,michigan,36826,51117.0,mi,26041
dickinson county,michigan,25787,54775.0,mi,26043
eaton county,michigan,108944,72173.0,mi,26045
emmet county,michigan,34225,63488.0,mi,26047
genesee county,michigan,404208,54052.0,mi,26049
